HF1	1	1800	0.139785867238
HF1	1801	3600	0.0802141327623
HF1	3601	5400	0.12
HF1	5401	7200	0.132888888889
HF1	7201	9000	0.247111111111
HF1	9001	10800	0
HF1	10801	12600	0.34
HF1	12601	14400	0.14
HF1	14401	16200	0
HF1	16201	18000	0
HF1	18001	19800	0.32
HF1	19801	21600	0
HF1	21601	23400	0
HF1	23401	25200	0.106240928882
HF1	25201	27000	0.0137590711176
HF1	27001	28800	0
HF1	28801	30600	0.02
HF1	30601	32400	0.5
HF1	32401	34200	0.16
HF1	34201	36000	0.1
HF1	36001	37800	0
HF1	37801	39600	0
HF1	39601	41400	0
HF1	41401	43200	0.26
HF1	43201	45000	0.06
HF1	45001	46800	0
HF1	46801	48600	0
HF1	48601	50400	0
HF1	50401	52200	0
HF1	52201	54000	0.08
HF1	54001	55800	0
HF1	55801	57600	0
HF1	57601	59400	0
HF1	59401	61200	0
HF1	61201	63000	0.06
HF1	63001	64800	0
HF1	64801	66600	0
HF1	66601	68400	0.02
HF1	68401	70200	0
HF1	70201	72000	0
HF1	72001	73800	0
HF1	73801	75600	0.16
HF1	75601	77400	0
HF1	77401	79200	0
HF1	79201	81000	0.08
HF1	81001	82800	0
HF1	82801	84600	0.114285714286
HF1	84601	86400	0.245714285714
HF1	86401	88200	0.18
HF1	88201	90000	0.08
HF1	90001	91800	0
HF1	91801	93600	0.24
HF1	93601	95400	0.12
HF1	95401	97200	0.02
HF1	97201	99000	0.196574746009
HF1	99001	100800	0.283425253991
HF1	100801	102600	0.1
HF1	102601	104400	0
HF1	104401	106200	0.16
HF1	106201	108000	0
HF1	108001	109800	0.12
HF1	109801	111600	0.32
HF1	111601	113400	0.2
HF1	113401	115200	0
HF1	115201	117000	0
HF1	117001	118800	0
HF1	118801	120600	0.14
HF1	120601	122400	0
HF1	122401	124200	0.159495798319
HF1	124201	126000	0.000504201680672
HF1	126001	127800	0.02
HF1	127801	129600	0
HF1	129601	131400	0.0419540229885
HF1	131401	133200	0.0580459770115
HF1	133201	135000	0
HF1	135001	136800	0
HF1	136801	138600	0
HF1	138601	140400	0
HF1	140401	142200	0.14
HF1	142201	144000	0
HF1	144001	145800	0
HF1	145801	147600	0
HF1	147601	149400	0
HF1	149401	151200	0
HF1	151201	153000	0.0595250659631
HF1	153001	154800	0.0604749340369
HF1	154801	156600	0
HF1	156601	158400	0
HF1	158401	160200	0.18
HF1	160201	162000	0
HF1	162001	163800	0
HF1	163801	165600	0.12
HF1	165601	167400	0
HF1	167401	169200	0
HF1	169201	171000	0.32
HF1	171001	172800	0.12
HF1	172801	174600	0.12
HF1	174601	176400	0.14
HF1	176401	178200	0.1
HF1	178201	180000	0.16
HF1	180001	181800	0.167351351351
HF1	181801	183600	0.272648648649
HF1	183601	185400	0
HF1	185401	187200	0.38
HF1	187201	189000	0.28
HF1	189001	190800	0.04
HF1	190801	192600	0
HF1	192601	194400	0
HF1	194401	196200	0.084984984985
HF1	196201	198000	0.055015015015
HF1	198001	199800	0
HF1	199801	201600	0
HF1	201601	203400	0.04
HF1	203401	205200	0.251339449541
HF1	205201	207000	0.108660550459
HF1	207001	208800	0
HF1	208801	210600	0.26
HF1	210601	212400	0
HF1	212401	214200	0
HF1	214201	216000	0.08
HF1	216001	217800	0
HF1	217801	219600	0
HF1	219601	221400	0.16
HF1	221401	223200	0
HF1	223201	225000	0.02
HF1	225001	226800	0
HF1	226801	228600	0
HF1	228601	230400	0
HF1	230401	232200	0
HF1	232201	234000	0
HF1	234001	235800	0
HF1	235801	237600	0
HF1	237601	239400	0.0544061302682
HF1	239401	241200	0.145593869732
HF1	241201	243000	0
HF1	243001	244800	0
HF1	244801	246600	0
HF1	246601	248400	0
HF1	248401	250200	0.34
HF1	250201	252000	0
HF1	252001	253800	0
HF1	253801	255600	0.16
