CAGE	Caption	Channel	Duration	EndL	EndT	File	Index	InterTime	Name	Nature	SlotI	StartL	StartT	Type	Value	Velocity	linen	period
4	Drink 2	Intake 2	24	28698	1335986706	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	167	NA	WWSS	water	2	28674	1335986682	1	0.04	0.00166666666666667	8651	1
4	Drink 2	Intake 2	15	28914	1335986922	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	171	NA	WWSS	water	2	28899	1335986907	1	0.02	0.00133333333333333	8652	1
4	Food 2	Intake 4	285	29467	1335987475	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	309	80	WWSS	food_sc	4	29182	1335987190	1	0.08	0.000280701754385965	8653	1
4	Drink 2	Intake 2	34	29529	1335987537	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	174	NA	WWSS	water	2	29495	1335987503	1	0.06	0.00176470588235294	8654	1
4	Food 2	Intake 4	147	29694	1335987702	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	310	1036	WWSS	food_sc	4	29547	1335987555	1	0.06	0.000408163265306122	8655	1
4	Drink 2	Intake 2	27	29724	1335987732	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	175	NA	WWSS	water	2	29697	1335987705	1	0.1	0.0037037037037037	8656	1
4	Food 2	Intake 4	164	30894	1335988902	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	321	415	WWSS	food_sc	4	30730	1335988738	1	0.06	0.000365853658536585	8657	1
4	Drink 1	Intake 1	17	30919	1335988927	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	236	NA	WWSS	water	1	30902	1335988910	1	0.02	0.00117647058823529	8658	1
4	Food 2	Intake 4	273	31582	1335989590	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	324	1132	WWSS	food_sc	4	31309	1335989317	1	0.1	0.000366300366300366	8659	1
4	Drink 2	Intake 2	42	31627	1335989635	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	185	NA	WWSS	water	2	31585	1335989593	1	0.06	0.00142857142857143	8660	1
4	Drink 1	Intake 1	17	32181	1335990189	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	238	NA	WWSS	water	1	32164	1335990172	1	0.02	0.00117647058823529	8661	1
4	Drink 2	Intake 2	22	32310	1335990318	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	188	NA	WWSS	water	2	32288	1335990296	1	0.02	0.000909090909090909	8662	1
4	Food 2	Intake 4	32	32746	1335990754	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	337	548	WWSS	food_sc	4	32714	1335990722	1	0.02	0.000625	8663	1
4	Food 1	Intake 3	149	33443	1335991451	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	185	3	WWSS	food_sc	3	33294	1335991302	1	0.02	0.000134228187919463	8664	1
4	Food 2	Intake 4	230	33676	1335991684	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	345	38	WWSS	food_sc	4	33446	1335991454	1	0.04	0.000173913043478261	8665	1
4	Drink 1	Intake 1	20	33707	1335991715	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	242	NA	WWSS	water	1	33687	1335991695	1	0.04	0.002	8666	1
4	Food 1	Intake 3	126	33840	1335991848	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	186	28	WWSS	food_sc	3	33714	1335991722	1	0.08	0.000634920634920635	8667	1
4	Food 1	Intake 3	59	33927	1335991935	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	187	7	WWSS	food_sc	3	33868	1335991876	1	0.04	0.000677966101694915	8668	1
4	Food 1	Intake 3	208	34142	1335992150	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	188	1493	WWSS	food_sc	3	33934	1335991942	1	0.08	0.000384615384615385	8669	1
4	Drink 2	Intake 2	45	34186	1335992194	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	196	NA	WWSS	water	2	34141	1335992149	1	0.14	0.00311111111111111	8670	1
4	Drink 1	Intake 1	18	34238	1335992246	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	243	NA	WWSS	water	1	34220	1335992228	1	0.04	0.00222222222222222	8671	1
4	Food 1	Intake 3	218	35853	1335993861	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	196	515	WWSS	food_sc	3	35635	1335993643	1	0.1	0.000458715596330275	8672	1
4	Drink 2	Intake 2	43	35925	1335993933	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	210	NA	WWSS	water	2	35882	1335993890	1	0.1	0.00232558139534884	8673	1
4	Drink 1	Intake 1	16	36202	1335994210	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	250	NA	WWSS	water	1	36186	1335994194	1	0.02	0.00125	8674	1
4	Food 1	Intake 3	178	36546	1335994554	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	202	255	WWSS	food_sc	3	36368	1335994376	1	0.02	0.000112359550561798	8675	1
4	Drink 1	Intake 1	19	36637	1335994645	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	251	NA	WWSS	water	1	36618	1335994626	1	0.06	0.00315789473684211	8676	1
4	Food 2	Intake 4	214	37015	1335995023	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	361	804	WWSS	food_sc	4	36801	1335994809	1	0.04	0.000186915887850467	8677	1
4	Drink 2	Intake 2	24	37035	1335995043	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	216	NA	WWSS	water	2	37011	1335995019	1	0.04	0.00166666666666667	8678	1
4	Drink 1	Intake 1	16	37402	1335995410	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	252	NA	WWSS	water	1	37386	1335995394	1	0.02	0.00125	8679	1
4	Food 1	Intake 3	199	38018	1335996026	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	209	7	WWSS	food_sc	3	37819	1335995827	1	0.0600000000000001	0.000301507537688443	8680	1
4	Food 1	Intake 3	305	38330	1335996338	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	210	55	WWSS	food_sc	3	38025	1335996033	1	0.1	0.000327868852459016	8681	1
4	Drink 2	Intake 2	31	38355	1335996363	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	222	NA	WWSS	water	2	38324	1335996332	1	0.12	0.00387096774193548	8682	1
4	Drink 2	Intake 2	28	38390	1335996398	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	223	NA	WWSS	water	2	38362	1335996370	1	0.02	0.000714285714285714	8683	1
4	Food 1	Intake 3	109	38494	1335996502	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	211	712	WWSS	food_sc	3	38385	1335996393	1	0.02	0.00018348623853211	8684	1
4	Drink 1	Intake 1	26	38517	1335996525	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	253	NA	WWSS	water	1	38491	1335996499	1	0.06	0.00230769230769231	8685	1
4	Drink 1	Intake 1	18	38733	1335996741	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	254	NA	WWSS	water	1	38715	1335996723	1	0.02	0.00111111111111111	8686	1
4	Food 1	Intake 3	95	39301	1335997309	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	216	58	WWSS	food_sc	3	39206	1335997214	1	0.02	0.000210526315789474	8687	1
4	Drink 1	Intake 1	21	39334	1335997342	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	256	NA	WWSS	water	1	39313	1335997321	1	0.06	0.00285714285714286	8688	1
4	Food 2	Intake 4	430	39789	1335997797	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	373	666	WWSS	food_sc	4	39359	1335997367	1	0.12	0.00027906976744186	8689	1
4	Drink 2	Intake 2	30	39816	1335997824	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	231	NA	WWSS	water	2	39786	1335997794	1	0.08	0.00266666666666667	8690	1
4	Food 2	Intake 4	621	41076	1335999084	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	376	818	WWSS	food_sc	4	40455	1335998463	1	0.24	0.000386473429951691	8691	1
4	Drink 2	Intake 2	52	41130	1335999138	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	236	NA	WWSS	water	2	41078	1335999086	1	0.12	0.00230769230769231	8692	1
4	Drink 1	Intake 1	19	41237	1335999245	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	258	NA	WWSS	water	1	41218	1335999226	1	0.02	0.00105263157894737	8693	1
4	Drink 2	Intake 2	49	41697	1335999705	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	240	NA	WWSS	water	2	41648	1335999656	1	0.0999999999999999	0.00204081632653061	8694	1
4	Food 2	Intake 4	413	42307	1336000315	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	380	7634	WWSS	food_sc	4	41894	1335999902	1	0.12	0.000290556900726392	8695	1
4	Drink 2	Intake 2	21	42327	1336000335	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	242	NA	WWSS	water	2	42306	1336000314	1	0.04	0.0019047619047619	8696	1
4	Drink 1	Intake 1	21	42378	1336000386	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	262	NA	WWSS	water	1	42357	1336000365	1	0.08	0.00380952380952381	8697	1
4	Drink 2	Intake 2	41	49869	1336007877	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	250	NA	WWSS	water	2	49828	1336007836	1	0.04	0.000975609756097561	8698	1
4	Food 1	Intake 3	29	49970	1336007978	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	244	68	WWSS	food_sc	3	49941	1336007949	1	0.02	0.000689655172413793	8699	1
4	Food 2	Intake 4	65	50103	1336008111	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	388	172	WWSS	food_sc	4	50038	1336008046	1	0.02	0.000307692307692308	8700	1
4	Food 2	Intake 4	248	50523	1336008531	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	390	696	WWSS	food_sc	4	50275	1336008283	1	0.0600000000000001	0.000241935483870968	8701	1
4	Drink 2	Intake 2	51	50574	1336008582	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	254	NA	WWSS	water	2	50523	1336008531	1	0.0999999999999999	0.00196078431372549	8702	1
4	Drink 2	Intake 2	80	50865	1336008873	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	257	NA	WWSS	water	2	50785	1336008793	1	0.02	0.00025	8703	1
4	Drink 2	Intake 2	39	51188	1336009196	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	259	NA	WWSS	water	2	51149	1336009157	1	0.02	0.000512820512820513	8704	1
4	Food 2	Intake 4	219	51438	1336009446	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	396	62	WWSS	food_sc	4	51219	1336009227	1	0.04	0.000182648401826484	8705	1
4	Food 2	Intake 4	215	51715	1336009723	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	397	14	WWSS	food_sc	4	51500	1336009508	1	0.0399999999999998	0.000186046511627906	8706	1
4	Food 2	Intake 4	113	51842	1336009850	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	398	23	WWSS	food_sc	4	51729	1336009737	1	0.02	0.000176991150442478	8707	1
4	Food 2	Intake 4	400	52265	1336010273	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	399	9385	WWSS	food_sc	4	51865	1336009873	1	0.14	0.00035	8708	1
4	Drink 2	Intake 2	60	52319	1336010327	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	262	NA	WWSS	water	2	52259	1336010267	1	0.22	0.00366666666666667	8709	1
4	Drink 1	Intake 1	21	53131	1336011139	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	266	NA	WWSS	water	1	53110	1336011118	1	0.04	0.0019047619047619	8710	1
4	Food 1	Intake 3	277	61927	1336019935	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	269	41	WWSS	food_sc	3	61650	1336019658	1	0.0399999999999999	0.000144404332129964	8711	1
4	Food 1	Intake 3	182	62150	1336020158	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	270	5733	WWSS	food_sc	3	61968	1336019976	1	0.02	0.00010989010989011	8712	1
4	Drink 2	Intake 2	31	63059	1336021067	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	290	NA	WWSS	water	2	63028	1336021036	1	0.12	0.00387096774193548	8713	1
4	Drink 2	Intake 2	23	65081	1336023089	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	291	NA	WWSS	water	2	65058	1336023066	1	0.02	0.000869565217391304	8714	1
4	Food 2	Intake 4	352	68235	1336026243	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	424	13	WWSS	food_sc	4	67883	1336025891	1	0.0599999999999998	0.000170454545454545	8715	1
4	Food 2	Intake 4	574	68822	1336026830	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	425	507	WWSS	food_sc	4	68248	1336026256	1	0.14	0.00024390243902439	8716	1
4	Drink 2	Intake 2	44	68888	1336026896	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	295	NA	WWSS	water	2	68844	1336026852	1	0.12	0.00272727272727273	8717	1
4	Drink 2	Intake 2	20	69031	1336027039	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	296	NA	WWSS	water	2	69011	1336027019	1	0.04	0.002	8718	1
4	Drink 1	Intake 1	33	69203	1336027211	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	271	NA	WWSS	water	1	69170	1336027178	1	0.02	0.000606060606060606	8719	1
4	Drink 2	Intake 2	11	69281	1336027289	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	301	NA	WWSS	water	2	69270	1336027278	1	0.02	0.00181818181818182	8720	1
4	Drink 1	Intake 1	15	69293	1336027301	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	273	NA	WWSS	water	1	69278	1336027286	1	0.0399999999999999	0.00266666666666666	8721	1
4	Food 2	Intake 4	197	69526	1336027534	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	428	30	WWSS	food_sc	4	69329	1336027337	1	0.02	0.000101522842639594	8722	1
4	Food 2	Intake 4	443	69999	1336028007	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	429	5577	WWSS	food_sc	4	69556	1336027564	1	0.0600000000000001	0.000135440180586908	8723	1
4	Drink 2	Intake 2	25	70017	1336028025	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	303	NA	WWSS	water	2	69992	1336028000	1	0.12	0.0048	8724	1
4	Food 1	Intake 3	16	75592	1336033600	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	285	175	WWSS	food_sc	3	75576	1336033584	1	0.02	0.00125	8725	1
4	Food 2	Intake 4	19	75786	1336033794	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	436	35266	WWSS	food_sc	4	75767	1336033775	1	0.02	0.00105263157894737	8726	1
4	Drink 2	Intake 2	19	105767	1336063775	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	313	NA	WWSS	water	2	105748	1336063756	1	0.02	0.00105263157894737	8727	1
4	Food 2	Intake 4	461	111513	1336069521	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	460	60	WWSS	food_sc	4	111052	1336069060	1	0.0600000000000001	0.000130151843817788	8728	1
4	Food 2	Intake 4	340	111913	1336069921	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	461	78	WWSS	food_sc	4	111573	1336069581	1	0.0399999999999998	0.000117647058823529	8729	1
4	Food 2	Intake 4	680	112671	1336070679	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	462	475	WWSS	food_sc	4	111991	1336069999	1	0.12	0.000176470588235294	8730	1
4	Drink 2	Intake 2	44	112707	1336070715	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	320	NA	WWSS	water	2	112663	1336070671	1	0.12	0.00272727272727273	8731	1
4	Food 2	Intake 4	85	113231	1336071239	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	465	297	WWSS	food_sc	4	113146	1336071154	1	0.02	0.000235294117647059	8732	1
4	Food 2	Intake 4	227	113755	1336071763	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	466	49	WWSS	food_sc	4	113528	1336071536	1	0.02	8.81057268722467e-05	8733	1
4	Drink 2	Intake 2	24	113794	1336071802	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	327	NA	WWSS	water	2	113770	1336071778	1	0.04	0.00166666666666667	8734	1
4	Food 2	Intake 4	601	114405	1336072413	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	468	114	WWSS	food_sc	4	113804	1336071812	1	0.0800000000000001	0.000133111480865225	8735	1
4	Drink 2	Intake 2	26	114424	1336072432	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	328	NA	WWSS	water	2	114398	1336072406	1	0.0599999999999996	0.00230769230769229	8736	1
4	Food 2	Intake 4	18	114537	1336072545	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	469	62	WWSS	food_sc	4	114519	1336072527	1	0.02	0.00111111111111111	8737	1
4	Food 2	Intake 4	385	114984	1336072992	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	470	2038	WWSS	food_sc	4	114599	1336072607	1	0.04	0.000103896103896104	8738	1
4	Drink 2	Intake 2	20	115003	1336073011	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	331	NA	WWSS	water	2	114983	1336072991	1	0.0800000000000001	0.00400000000000001	8739	1
4	Food 2	Intake 4	797	117819	1336075827	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	473	816	WWSS	food_sc	4	117022	1336075030	1	0.16	0.000200752823086575	8740	1
4	Drink 2	Intake 2	31	117856	1336075864	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	335	NA	WWSS	water	2	117825	1336075833	1	0.12	0.00387096774193548	8741	1
4	Food 2	Intake 4	285	118920	1336076928	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	481	38	WWSS	food_sc	4	118635	1336076643	1	0.0600000000000001	0.000210526315789474	8742	1
4	Drink 2	Intake 2	39	118963	1336076971	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	343	NA	WWSS	water	2	118924	1336076932	1	0.12	0.00307692307692308	8743	1
4	Food 2	Intake 4	575	119533	1336077541	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	482	66	WWSS	food_sc	4	118958	1336076966	1	0.14	0.000243478260869565	8744	1
