CAGE	Caption	Channel	Duration	EndL	EndT	File	Index	InterTime	Name	Nature	SlotI	StartL	StartT	Type	Value	Velocity	linen	period
2	Food 2	Intake 4	202	15523	1335973531	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	485	150	WWSS	food_sc	4	15321	1335973329	1	0.06	0.000297029702970297	4800	1
2	Food 2	Intake 4	67	15740	1335973748	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	486	15	WWSS	food_sc	4	15673	1335973681	1	0.02	0.000298507462686567	4801	1
2	Food 2	Intake 4	19	15774	1335973782	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	487	4878	WWSS	food_sc	4	15755	1335973763	1	0.02	0.00105263157894737	4802	1
2	Food 1	Intake 3	553	21205	1335979213	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	234	3465	WWSS	food_sc	3	20652	1335978660	1	0.14	0.000253164556962025	4803	1
2	Drink 2	Intake 2	22	21225	1335979233	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	136	NA	WWSS	water	2	21203	1335979211	1	0.02	0.000909090909090909	4804	1
2	Drink 1	Intake 1	17	21435	1335979443	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	120	NA	WWSS	water	1	21418	1335979426	1	0.02	0.00117647058823529	4805	1
2	Drink 2	Intake 2	39	21721	1335979729	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	138	NA	WWSS	water	2	21682	1335979690	1	0.02	0.000512820512820513	4806	1
2	Drink 2	Intake 2	36	21845	1335979853	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	139	NA	WWSS	water	2	21809	1335979817	1	0.04	0.00111111111111111	4807	1
2	Drink 1	Intake 1	19	21879	1335979887	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	121	NA	WWSS	water	1	21860	1335979868	1	0.02	0.00105263157894737	4808	1
2	Food 2	Intake 4	346	25016	1335983024	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	492	1595	WWSS	food_sc	4	24670	1335982678	1	0.08	0.00023121387283237	4809	1
2	Food 1	Intake 3	120	26731	1335984739	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	239	788	WWSS	food_sc	3	26611	1335984619	1	0.06	0.0005	4810	1
2	Drink 2	Intake 2	18	26904	1335984912	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	142	NA	WWSS	water	2	26886	1335984894	1	0.02	0.00111111111111111	4811	1
2	Food 2	Intake 4	176	27695	1335985703	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	494	191	WWSS	food_sc	4	27519	1335985527	1	0.02	0.000113636363636364	4812	1
2	Food 2	Intake 4	97	27983	1335985991	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	496	294	WWSS	food_sc	4	27886	1335985894	1	0.02	0.000206185567010309	4813	1
2	Food 1	Intake 3	168	28445	1335986453	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	244	1316	WWSS	food_sc	3	28277	1335986285	1	0.04	0.000238095238095238	4814	1
2	Drink 2	Intake 2	39	28807	1335986815	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	148	NA	WWSS	water	2	28768	1335986776	1	0.04	0.00102564102564103	4815	1
2	Food 1	Intake 3	214	29975	1335987983	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	246	660	WWSS	food_sc	3	29761	1335987769	1	0.06	0.000280373831775701	4816	1
2	Drink 2	Intake 2	23	30128	1335988136	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	149	NA	WWSS	water	2	30105	1335988113	1	0.06	0.00260869565217391	4817	1
2	Drink 1	Intake 1	17	30630	1335988638	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	124	NA	WWSS	water	1	30613	1335988621	1	0.04	0.00235294117647059	4818	1
2	Food 1	Intake 3	742	31377	1335989385	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	252	8	WWSS	food_sc	3	30635	1335988643	1	0.2	0.000269541778975741	4819	1
2	Food 1	Intake 3	44	31429	1335989437	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	253	155	WWSS	food_sc	3	31385	1335989393	1	0.02	0.000454545454545455	4820	1
2	Drink 2	Intake 2	29	31512	1335989520	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	150	NA	WWSS	water	2	31483	1335989491	1	0.04	0.00137931034482759	4821	1
2	Drink 2	Intake 2	25	31577	1335989585	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	152	NA	WWSS	water	2	31552	1335989560	1	0.02	0.0008	4822	1
2	Food 1	Intake 3	81	31665	1335989673	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	254	851	WWSS	food_sc	3	31584	1335989592	1	0.02	0.000246913580246914	4823	1
2	Drink 2	Intake 2	19	31708	1335989716	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	153	NA	WWSS	water	2	31689	1335989697	1	0.06	0.00315789473684211	4824	1
2	Drink 1	Intake 1	17	31782	1335989790	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	125	NA	WWSS	water	1	31765	1335989773	1	0.06	0.00352941176470588	4825	1
2	Drink 2	Intake 2	43	32502	1335990510	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	160	NA	WWSS	water	2	32459	1335990467	1	0.02	0.000465116279069767	4826	1
2	Food 2	Intake 4	17	32533	1335990541	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	502	2849	WWSS	food_sc	4	32516	1335990524	1	0.02	0.00117647058823529	4827	1
2	Food 1	Intake 3	17	35399	1335993407	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	261	1121	WWSS	food_sc	3	35382	1335993390	1	0.02	0.00117647058823529	4828	1
2	Food 1	Intake 3	158	36678	1335994686	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	263	1476	WWSS	food_sc	3	36520	1335994528	1	0.0399999999999999	0.000253164556962025	4829	1
2	Drink 2	Intake 2	24	36784	1335994792	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	169	NA	WWSS	water	2	36760	1335994768	1	0.02	0.000833333333333333	4830	1
2	Food 1	Intake 3	48	38202	1335996210	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	266	7	WWSS	food_sc	3	38154	1335996162	1	0.02	0.000416666666666667	4831	1
2	Food 1	Intake 3	112	38321	1335996329	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	267	1447	WWSS	food_sc	3	38209	1335996217	1	0.02	0.000178571428571429	4832	1
2	Food 1	Intake 3	188	39956	1335997964	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	274	2098	WWSS	food_sc	3	39768	1335997776	1	0.02	0.000106382978723404	4833	1
2	Drink 2	Intake 2	16	39976	1335997984	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	175	NA	WWSS	water	2	39960	1335997968	1	0.02	0.00125	4834	1
2	Food 1	Intake 3	149	42203	1336000211	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	280	1852	WWSS	food_sc	3	42054	1336000062	1	0.02	0.000134228187919463	4835	1
2	Drink 2	Intake 2	23	42476	1336000484	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	191	NA	WWSS	water	2	42453	1336000461	1	0.02	0.000869565217391304	4836	1
2	Drink 1	Intake 1	20	42732	1336000740	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	134	NA	WWSS	water	1	42712	1336000720	1	0.04	0.002	4837	1
2	Drink 1	Intake 1	34	42954	1336000962	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	135	NA	WWSS	water	1	42920	1336000928	1	0.04	0.00117647058823529	4838	1
2	Food 2	Intake 4	859	44914	1336002922	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	520	7365	WWSS	food_sc	4	44055	1336002063	1	0.24	0.000279394644935972	4839	1
2	Drink 1	Intake 1	25	44973	1336002981	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	137	NA	WWSS	water	1	44948	1336002956	1	0.08	0.0032	4840	1
2	Drink 1	Intake 1	17	45079	1336003087	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	138	NA	WWSS	water	1	45062	1336003070	1	0.04	0.00235294117647059	4841	1
2	Drink 1	Intake 1	24	45175	1336003183	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	139	NA	WWSS	water	1	45151	1336003159	1	0.04	0.00166666666666667	4842	1
2	Drink 2	Intake 2	31	45301	1336003309	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	204	NA	WWSS	water	2	45270	1336003278	1	0.02	0.000645161290322581	4843	1
2	Drink 1	Intake 1	20	45452	1336003460	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	140	NA	WWSS	water	1	45432	1336003440	1	0.06	0.003	4844	1
2	Food 2	Intake 4	54	52333	1336010341	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	523	15	WWSS	food_sc	4	52279	1336010287	1	0.02	0.00037037037037037	4845	1
2	Food 2	Intake 4	470	52818	1336010826	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	524	21	WWSS	food_sc	4	52348	1336010356	1	0.1	0.000212765957446809	4846	1
2	Food 2	Intake 4	148	52987	1336010995	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	525	542	WWSS	food_sc	4	52839	1336010847	1	0.02	0.000135135135135135	4847	1
2	Drink 1	Intake 1	26	53007	1336011015	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	141	NA	WWSS	water	1	52981	1336010989	1	0.1	0.00384615384615385	4848	1
2	Drink 2	Intake 2	45	53403	1336011411	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	209	NA	WWSS	water	2	53358	1336011366	1	0.04	0.000888888888888889	4849	1
2	Food 2	Intake 4	705	54234	1336012242	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	529	141	WWSS	food_sc	4	53529	1336011537	1	0.16	0.000226950354609929	4850	1
2	Drink 1	Intake 1	28	54281	1336012289	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	142	NA	WWSS	water	1	54253	1336012261	1	0.1	0.00357142857142857	4851	1
2	Food 2	Intake 4	24	54399	1336012407	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	530	341	WWSS	food_sc	4	54375	1336012383	1	0.02	0.000833333333333333	4852	1
2	Drink 1	Intake 1	30	54630	1336012638	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	144	NA	WWSS	water	1	54600	1336012608	1	0.1	0.00333333333333333	4853	1
2	Food 2	Intake 4	108	54848	1336012856	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	531	22	WWSS	food_sc	4	54740	1336012748	1	0.0599999999999999	0.000555555555555555	4854	1
2	Food 2	Intake 4	197	55067	1336013075	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	532	7364	WWSS	food_sc	4	54870	1336012878	1	0.0600000000000001	0.000304568527918782	4855	1
2	Drink 2	Intake 2	28	55101	1336013109	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	213	NA	WWSS	water	2	55073	1336013081	1	0.02	0.000714285714285714	4856	1
2	Drink 1	Intake 1	25	55167	1336013175	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	145	NA	WWSS	water	1	55142	1336013150	1	0.04	0.0016	4857	1
2	Drink 2	Intake 2	11	55380	1336013388	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	215	NA	WWSS	water	2	55369	1336013377	1	0.02	0.00181818181818182	4858	1
2	Drink 1	Intake 1	22	56616	1336014624	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	148	NA	WWSS	water	1	56594	1336014602	1	0.0599999999999999	0.00272727272727272	4859	1
2	Food 2	Intake 4	202	62633	1336020641	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	539	73	WWSS	food_sc	4	62431	1336020439	1	0.02	9.9009900990099e-05	4860	1
2	Drink 1	Intake 1	54	62688	1336020696	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	151	NA	WWSS	water	1	62634	1336020642	1	0.1	0.00185185185185185	4861	1
2	Drink 2	Intake 2	15	62701	1336020709	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	226	NA	WWSS	water	2	62686	1336020694	1	0.02	0.00133333333333333	4862	1
2	Food 2	Intake 4	218	62924	1336020932	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	540	2381	WWSS	food_sc	4	62706	1336020714	1	0.0600000000000001	0.000275229357798166	4863	1
2	Drink 1	Intake 1	21	63064	1336021072	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	153	NA	WWSS	water	1	63043	1336021051	1	0.0600000000000001	0.00285714285714286	4864	1
2	Drink 1	Intake 1	35	64022	1336022030	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	155	NA	WWSS	water	1	63987	1336021995	1	0.1	0.00285714285714286	4865	1
2	Drink 1	Intake 1	30	64105	1336022113	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	157	NA	WWSS	water	1	64075	1336022083	1	0.0599999999999998	0.00199999999999999	4866	1
2	Food 2	Intake 4	21	65326	1336023334	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	552	5979	WWSS	food_sc	4	65305	1336023313	1	0.02	0.000952380952380952	4867	1
2	Drink 2	Intake 2	15	71274	1336029282	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	244	NA	WWSS	water	2	71259	1336029267	1	0.02	0.00133333333333333	4868	1
2	Food 2	Intake 4	541	71846	1336029854	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	554	56	WWSS	food_sc	4	71305	1336029313	1	0.02	3.69685767097967e-05	4869	1
2	Food 2	Intake 4	193	72095	1336030103	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	555	34	WWSS	food_sc	4	71902	1336029910	1	0.02	0.000103626943005181	4870	1
2	Food 2	Intake 4	114	72243	1336030251	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	556	19513	WWSS	food_sc	4	72129	1336030137	1	0.02	0.000175438596491228	4871	1
2	Drink 2	Intake 2	41	72465	1336030473	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	249	NA	WWSS	water	2	72424	1336030432	1	0.0399999999999999	0.000975609756097558	4872	1
2	Drink 2	Intake 2	36	72685	1336030693	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	250	NA	WWSS	water	2	72649	1336030657	1	0.04	0.00111111111111111	4873	1
2	Drink 2	Intake 2	26	83865	1336041873	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	256	NA	WWSS	water	2	83839	1336041847	1	0.02	0.000769230769230769	4874	1
2	Food 2	Intake 4	157	91913	1336049921	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	562	16994	WWSS	food_sc	4	91756	1336049764	1	0.02	0.000127388535031847	4875	1
2	Drink 1	Intake 1	23	93479	1336051487	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	161	NA	WWSS	water	1	93456	1336051464	1	0.02	0.000869565217391304	4876	1
2	Food 1	Intake 3	139	109046	1336067054	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	307	30	WWSS	food_sc	3	108907	1336066915	1	0.02	0.000143884892086331	4877	1
2	Food 1	Intake 3	673	109749	1336067757	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	308	16	WWSS	food_sc	3	109076	1336067084	1	0.14	0.000208023774145617	4878	1
2	Food 1	Intake 3	48	109813	1336067821	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	309	3078	WWSS	food_sc	3	109765	1336067773	1	0.02	0.000416666666666667	4879	1
2	Drink 1	Intake 1	31	109879	1336067887	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	162	NA	WWSS	water	1	109848	1336067856	1	0.0600000000000001	0.00193548387096775	4880	1
2	Drink 1	Intake 1	20	110015	1336068023	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	163	NA	WWSS	water	1	109995	1336068003	1	0.04	0.002	4881	1
2	Food 1	Intake 3	267	113158	1336071166	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	315	547	WWSS	food_sc	3	112891	1336070899	1	0.02	7.49063670411985e-05	4882	1
2	Food 1	Intake 3	186	113891	1336071899	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	316	76	WWSS	food_sc	3	113705	1336071713	1	0.04	0.00021505376344086	4883	1
2	Food 1	Intake 3	254	114221	1336072229	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	317	604	WWSS	food_sc	3	113967	1336071975	1	0.0800000000000001	0.00031496062992126	4884	1
2	Drink 2	Intake 2	39	114482	1336072490	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	272	NA	WWSS	water	2	114443	1336072451	1	0.04	0.00102564102564103	4885	1
2	Food 1	Intake 3	350	115175	1336073183	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	319	783	WWSS	food_sc	3	114825	1336072833	1	0.12	0.000342857142857143	4886	1
2	Drink 2	Intake 2	38	115215	1336073223	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	275	NA	WWSS	water	2	115177	1336073185	1	0.1	0.00263157894736842	4887	1
2	Drink 2	Intake 2	97	115694	1336073702	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	277	NA	WWSS	water	2	115597	1336073605	1	0.0399999999999999	0.000412371134020617	4888	1
2	Food 1	Intake 3	192	116150	1336074158	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	323	313	WWSS	food_sc	3	115958	1336073966	1	0.02	0.000104166666666667	4889	1
2	Drink 1	Intake 1	24	116456	1336074464	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	171	NA	WWSS	water	1	116432	1336074440	1	0.02	0.000833333333333333	4890	1
2	Food 1	Intake 3	141	116604	1336074612	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	325	321	WWSS	food_sc	3	116463	1336074471	1	0.02	0.000141843971631206	4891	1
2	Food 1	Intake 3	319	117244	1336075252	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	326	11	WWSS	food_sc	3	116925	1336074933	1	0.0599999999999998	0.00018808777429467	4892	1
2	Food 1	Intake 3	37	117292	1336075300	/users/cn/jespinosa/phecomp/data/CRG/20120502_FDF_CRG/20120502_FDF_CRG/20120502_FDF_CRG_c12.mtb	327	2576	WWSS	food_sc	3	117255	1336075263	1	0.02	0.000540540540540541	4893	1
